name	city	state	founded	lat	long
James Joy, LLC	Farwell	Michigan	2014	43.8	-84.9
Jamex Brewing Co	Grosse Pointe Woods	Michigan	2016	42.42	-82.9
Refresco Beverages US Inc.	Fort Worth	Texas	1991	32.81	-97.05
John S Adasek Jr	Utica	New York	2000	43.2	-75.2
Jolly Pumpkin Artisan Ales LLC	Dexter	Michigan	2003	42.35	-83.9
Jonas Bronck Brewing Co Inc	Florham Park	New Jersey	2001	40.77	-74.4
Jones Brewing Company Inc	Smithton	Pennsylvania	1907	40.15	-79.72
Joseph Huber Brewing Co Inc	Monroe	Wisconsin	1845	42.6	-89.6
Jskc LLC	Wexford	Pennsylvania	2005	40.63	-80.08
Just Little Ol'me LLC	Stratford	Connecticut	2018	41.23	-73.13
K. Irwin Construction Inc	Quincy	Massachusetts	2016	42.24	-71.01
K2 Brewing, Inc.	Penfield	New York	2016	43.15	-77.43
Keegan Ales LLC	Kingston	New York	2004	41.9	-74.1
Kennedy Beverage, LLC	Aliquippa	Pennsylvania	2011	40.6	-80.3
Kent Falls Brewing Company	Kent	Connecticut	2016	41.73	-73.45
Keuka Brewing Co., LLC	Hammondsport	New York	2008	42.5	-77.2
Keweenaw Brewing Company, LLC	Houghton	Michigan	2003	47.1	-88.6
Millercoors LLC	Rogers	Arkansas	1855	36.3	-94.1
Keystone Food and Beverage Company	Bloomingdale	Illinois	2015	41.95	-88.1
Kickback Brewery LLC	Westford	Vermont	2018	44.6	-73.01
Kings County Brewers Collective, LLC	Brooklyn	New York	2014	40.65	-73.96
Knot In The Grain Craft Brewery LLC	Rutland	Vermont	2015	43.6	-72.9
Kosmo Enterprises Inc	Erie	Pennsylvania	1997	42.14	-80.09
Kraftbrau Brewery Inc	Kalamazoo	Michigan	1996	42.3	-85.6
Kraftify LLC	Pine Island	New York	2015	41.29	-74.49
Kreider's Mulch	Washington Boro	Pennsylvania	1990	39.99	-76.44
Millercoors LLC	Irwindale	California	1855	34.09	-117.97
Kura, LLC	Waltham	Massachusetts	2015	42.37	-71.23
Kyodo Beverage	New York	New York	2010	40.75	-73.973
L and F Brewing Company LLC	Gahanna	Ohio	2015	40.03	-82.87
La Cerveceria De San Luis LLC	New York	New York	2016	40.72	-73.99
Labatt USA L.L.C.	Buffalo	New York	1996	42.87	-78.87
Lackawanna Distributor Corp	Dunmore	Pennsylvania	2010	41.42	-75.6
Lake Bluff Craft Brewing Company LLC	Lombard	Illinois	2016	41.88	-88.02
Lake Monster Brewing LLC	Celina	Ohio	2014	40.5	-84.6
Lake Stony Corporation	Saline	Michigan	2014	42.1	-83.8
Lake Street Brewing, LLC	Oak Park	Illinois	2016	41.89	-87.79
Lakefront Brewery, Inc.	Milwaukee	Wisconsin	1987	43.07	-87.91
Lamplighter Brewing Co., LLC	Cambridge	Massachusetts	2014	42.36	-71.1
Lancaster Brewing Company	Lancaster	Pennsylvania	2001	40.01	-76.25
Lansing Brewing Company, LLC	Lansing	Michigan	2013	42.74	-84.52
Laotto Brewing LLC	Avilla	Indiana	2015	41.35	-85.25
Last Bay Beer Company LLC	Chicago	Illinois	2012	41.94	-87.66
Laxios Ltd	Southampton	Massachusetts	2004	42.23	-72.74
Lazy Eye Distillery	Wildwood	New Jersey	2015	38.99	-74.83
Ld's Beer House Limited	Jeannette	Pennsylvania	2010	40.35	-79.61
Legendary Brewing Company, LLC	Eagleville	Pennsylvania	2008	40.15	-75.38
Leinenkugel Brewery	Chippewa Falls	Wisconsin	2014	44.9	-91.4
Liambru Tasty, LLC	Proctor	Vermont	2016	43.65	-73.03
Liberty Brewing Company Ltd	Grafton	Massachusetts	2001	42.2	-71.68
Lic Brewery, LLC	Long Island City	New York	2012	40.74	-73.94
Lick Toad Brewing Co	Shelton	Connecticut	2016	41.32	-73.14
Life Force Beverages LLC	Boston	Massachusetts	2014	42.31	-71.08
Like Minds Brewing, LLC	Chicago	Illinois	2015	41.88	-87.69
Linda K Woodward Inc	Allentown	Pennsylvania	2001	40.57	-75.48
Linesider Brewing Company, LLC	East Greenwich	Rhode Island	2018	41.64	-71.48
Lion's Tail Brewing Co LLC	Greenville	Wisconsin	2015	44.3	-88.55
Liquid State Brewing Company, Inc.	Ithaca	New York	2016	42.4	-76.5
Lithology Brewing LLC	Baldwin	New York	2014	40.65	-73.61
Little Guy Brewing Company LLC	Waterford	Michigan	2016	42.65	-83.41
Local Beer LLC	Plympton	Massachusetts	2015	41.97	-70.81
Lock 1 Distilling Company LLC	Phoenix	New York	2018	43.26	-76.34
LOCUST LANE CRAFT BREWERY LLC	Malvern	Pennsylvania	2015	40.04	-75.53
Lodge Brewing Inc	Plattsburgh	New York	2015	44.7	-73.5
Loggers Brewing Co.	Saginaw	Michigan	2015	43.4	-84.1
Long Ireland Brewing LLC	Riverhead	New York	2008	40.9	-72.6
Long Live Beerworks, Inc.	Providence	Rhode Island	2014	41.82	-71.45
Long Trail Brewing Company	Bridgewater Corners	Vermont	1989	43.6	-72.7
Lord Hobo Brewing Company LLC	Woburn	Massachusetts	2013	42.49	-71.16
Lost Nation Brewing, LLC	Morrisville	Vermont	2012	44.5	-72.6
Lost Tavern Brewing, LLC	Hellertown	Pennsylvania	2011	40.59	-75.3
Loud Beverage Corp.	Briarcliff Manor	New York	2006	41.14	-73.83
Louie Lake Brewing LLC	Arena	Wisconsin	2002	43.1	-89.9
Love Brewing Company	Philadelphia	Pennsylvania	2015	40.06	-75.08
Lucette Brewing Company	Menomonie	Wisconsin	2009	44.8	-91.9
Rock Bottom of Minneapolis, Inc.	Portland	Oregon	1993	45.52	-122.675
Luck O Irish Beverage	Bohemia	New York	1990	40.77	-73.12
Lucky Girl Brewing Company - Cross Roads	Paw Paw	Michigan	2016	42.2	-85.9
M4 CIC LLC	Ann Arbor	Michigan	2015	42.22	-83.73
Mad Scientists Brewing Partners LLC	Brooklyn	New York	2005	40.68	-74.0
Magic Hat Brewing Company & Performing Arts Center, Inc.	South Burlington	Vermont	1994	44.45	-73.18
Maine Beer Company, LLC	Freeport	Maine	2009	43.86	-70.1
Maine Coast Brewing Co	Bar Harbor	Maine	1989	44.4	-68.3
Majestic Foods, Inc.	Libertyville	Illinois	1994	42.29	-87.96
Mantra America Inc.	Rockaway Park	New York	2007	40.58	-73.85
Marios Drive Thru	Canton	Ohio	2005	40.8	-81.35
Markers Edge LLC	Trenton	New Jersey	2018	40.23	-74.74
Marks Brew Thru	Akron	Ohio	1993	41.01	-81.44
Marnier-Lapostolle Inc.	New York	New York	1993	40.74	-73.97
Marquette Distillery	Marquette	Michigan	2015	46.6	-87.3
Mary Ann Pensiero Inc	Harrisburg	Pennsylvania	1986	40.29	-76.82
Mass. Bay Brewing Company, Inc.	Boston	Massachusetts	1986	42.35	-71.04
Massachusetts Beverage Alliance, LLC	Bellingham	Massachusetts	2011	42.08	-71.47
Matt Brewing Co., Inc.	Utica	New York	1888	43.2	-75.2
Mayflower Brewing Company, LLC	Plymouth	Massachusetts	2007	41.9	-70.6
Mayhem Brewers, Inc.	Queensbury	New York	2015	43.4	-73.7
Mbbc Vermont, LLC	Windsor	Vermont	1984	43.5	-72.5
McKinleys Meadery LLC	Hebron	Ohio	2016	39.97	-82.52
McLaughlin Distillery	Sewickley	Pennsylvania	2015	40.57	-80.15
McMahon Brewing Co, LLC	Pittsburgh	Pennsylvania	2015	40.47	-79.95
McZ's Brew Pub, LLC	Rosholt	Wisconsin	2016	44.7	-89.4
ME 5 Cents, LLC	Wilkes Barre	Pennsylvania	2014	41.22	-75.9
Medusa Brewing Company, Inc.	Hudson	Massachusetts	2013	42.39	-71.54
Mercury Brewing & Distribution Co Inc	Ipswich	Massachusetts	1998	42.7	-70.8
Mercury Brewing and Distribution Company, Inc	Ipswich	Massachusetts	1999	42.7	-70.8
Meredith Bay Brewery	Center Harbor	New Hampshire	2015	43.71	-71.51
Merino's Beer & Wine	Hudson	Ohio	1946	41.25	-81.46
Metropolitan Brewing LLC	Chicago	Illinois	2009	41.95	-87.7
Michigan City Brewing Co Inc	Michigan City	Indiana	2006	41.7	-86.9
Middle Ages Brewing Company Ltd	Syracuse	New York	1995	43.05	-76.19
Middlesex Brewing Co Inc	Wilmington	Massachusetts	1995	42.57	-71.17
Midland Brew House	Saddle Brook	New Jersey	2015	40.9	-74.1
Midwestern Ohio Brewing Society Inc	Versailles	Ohio	2015	40.25	-84.51
Miiler Brewing Company	Trenton	Ohio	2010	39.49	-84.48
Mikkeller Nyc	Flushing	New York	2018	40.75	-73.85
Mill Brewing Company, LLC	Milltown	New Jersey	2017	40.45	-74.44
Miller Breweries East, Inc	Milwaukee	Wisconsin	2004	43.04	-87.97
Miller Brewing Company Employee Fund, Inc.	Milwaukee	Wisconsin	2000	43.04	-87.97
Miller Brewing International, Inc.	Milwaukee	Wisconsin	1987	43.04	-87.97
Miller Brewing Overseas, Inc	Milwaukee	Wisconsin	1990	43.04	-87.97
Associated Microbreweries, Inc.	Costa Mesa	California	1989	33.68	-117.9
Firestone Walker LLC	Penn Valley	California	1996	39.2	-121.2
Millercoors LLC	Trenton	Ohio	1855	39.49	-84.48
Night Shift Brewing, Inc.	Chelsea	Massachusetts	2012	42.4	-71.03
Pyramid Breweries Inc.	Portland	Oregon	1984	45.55	-122.73
Southern Glazer's Wine and Spirits of Texas, LLC	Baton Rouge	Louisiana	1968	30.43	-91.18
Millercoors LLC	Menomonee Falls	Wisconsin	2017	43.15	-88.13
MILLERCOORS LLC	Gurnee	Illinois	2017	42.38	-87.94
Millercoors LLC LNG-TRM Dis &	Milwaukee	Wisconsin	2011	43.04	-87.97
Mindful Brewing Company, LLC	Pittsburgh	Pennsylvania	2015	40.37	-80.02
Minnicks Drive-Thru	Hamilton	Ohio	2010	39.4	-84.5
Misconduct Brewing	Carmel	Indiana	2016	39.97	-86.18
Miscreation Brewing	Hanover	Pennsylvania	2015	39.8	-77.0
Mitten Brewing Company, LLC	Grand Rapids	Michigan	2012	42.98	-85.71
Mlpnh Operating LLC	Eastchester	New York	2013	40.96	-73.81
Modern Methods Brewing Company LLC	Warren	Ohio	2016	41.25	-80.82
Moeller Brew Barn LLC	Maria Stein	Ohio	2015	40.4	-84.52
Molly Pitcher Brewing Company	Carlisle	Pennsylvania	2014	40.23	-77.2
Montauk Brewing Company, Inc.	Montauk	New York	1900	41.04	-71.94
Moon Hill Brewing Co Inc	Athol	Massachusetts	2005	42.6	-72.2
Moon Hill Brewing Co Inc	Gardner	Massachusetts	2005	42.59	-71.99
Moorpat	Williamsville	New York	2014	42.99	-78.73
Mor-Dall Enterprises, Inc	Marshall	Michigan	2000	42.3	-84.9
Mortalis Brewing Company LLC	Rochester	New York	2017	43.23	-77.59
Mount Pleasant Brewing Company	Mount Pleasant	Michigan	2012	43.6	-84.8
Mountain Crest Srl LLC	Monroe	Wisconsin	2006	42.6	-89.6
Moustache Brewing Co. LLC	Riverhead	New York	2012	40.9	-72.6
Mt Hope Brewery Ltd	Cincinnati	Ohio	2015	39.11	-84.61
Mug Shots Burgers and Brews	Allendale	Michigan	2015	42.98	-85.95
Muller, Inc.	Philadelphia	Pennsylvania	1954	40.07	-75.01
Municipal Brew Works LLC	Hamilton	Ohio	2014	39.4	-84.6
Mythic Brewing LLC	Green Bay	Wisconsin	2003	44.54	-88.06
Nano Brewing Technologies Inc	Philadelphia	Pennsylvania	2008	39.95	-75.16
Narragansett Brewing Co	Pawtucket	Rhode Island	2006	41.88	-71.39
Nash Brewing LLC	Loudon	New Hampshire	2015	43.3	-71.4
Navigation Brewing Co	Tewksbury	Massachusetts	2014	42.61	-71.23
Neighborhood Beer Company, Inc.	Exeter	New Hampshire	2015	43.0	-71.0
New Barons Brewing Cooperative	Milwaukee	Wisconsin	2016	42.97	-87.9
New England Brewing Company LLC	Woodbridge	Connecticut	1988	41.35	-73.0
New Glarus Brewing Company	New Glarus	Wisconsin	1993	42.82	-89.65
New Holland Brewery	Holland	Michigan	2016	42.8	-86.1
New Holland Brewery	Grand Rapids	Michigan	2016	42.98	-85.71
New Holland Brewing Company LLC	Holland	Michigan	1996	42.8	-86.1
New Jersey Beer Co	North Bergen	New Jersey	2009	40.79	-74.02
New Liberty Distillery	Philadelphia	Pennsylvania	2015	39.98	-75.15
New Yankee Brewing	Greene	Rhode Island	2006	41.69	-71.73
Newaygo Brewing Co LLC	Newaygo	Michigan	2014	43.4	-85.7
Newburgh Brewing Company, LLC	Newburgh	New York	2012	41.54	-74.05
Nine Giant Brewing, LLC	Cincinnati	Ohio	2016	39.11	-84.44
Nite Owl Brewing LLC	Dayton	Ohio	2016	39.72	-84.19
Noble Beast Brewing LLC	Cleveland	Ohio	2015	41.47	-81.74
Noble Shepherd, LLC	Bloomfield	New York	2015	42.87	-77.47
Nocturnum Brewing Company LLC	Sunbury	Ohio	2015	40.3	-82.8
Nogi Brewing Company	Saylorsburg	Pennsylvania	2017	40.9	-75.4
Noon Whistle Brewing	Lombard	Illinois	2015	41.88	-88.02
Norris Brewing Supplies	Chicago	Illinois	1990	41.95	-87.75
North American Breweries Holdings LLC	Rochester	New York	2009	43.17	-77.6
North American Breweries, Inc.	Rochester	New York	2008	43.17	-77.6
North Country Brewing Co	Slippery Rock	Pennsylvania	2002	41.0	-80.1
North High Brewing LLC	Columbus	Ohio	2011	39.99	-83.0
North Pier Brewing Company LLC	Saint Joseph	Michigan	2015	42.06	-86.45
Northern Harvest Brewing Company, LLC	Moriah	New York	2014	44.02	-73.54
Northshire Brewery Inc.	Bennington	Vermont	2010	42.9	-73.1
Norton X Brewing Ltd	Plymouth	Michigan	2008	42.4	-83.5
Norway Brewing Company, Inc.	Norway	Maine	2015	44.2	-70.6
Null Taphouse	Dexter	Michigan	2015	42.35	-83.9
Nutmeg Brewing & Restaurant Group LLC	Shelton	Connecticut	1996	41.32	-73.14
Oak Park Brewing Company	Oak Park	Illinois	2016	41.89	-87.79
Oak Pond Brewing Company	Skowhegan	Maine	1996	44.8	-69.7
Oddball Brewing Co	Pembroke	New Hampshire	2014	43.2	-71.4
Ohio Brewing Co., LLC	Akron	Ohio	2008	41.07	-81.52
Olde Brooklyn Beverage Co, Inc	Brooklyn	New York	1998	40.7	-73.92
Olde Bulldog Brewing LLC	Chicago	Illinois	2014	41.95	-87.65
Olde Saratoga Brewing	Saratoga Springs	New York	2004	43.1	-73.8
One Brew At A Time	Morrisville	Pennsylvania	2015	40.2	-74.81
One Brew At A Time, LLC	Yardley	Pennsylvania	2015	40.2	-74.81
O'Neill's Brewing Systems, LLC	Hamden	Connecticut	2013	41.37	-72.94
Only Child Brewing Company, LLC	Gurnee	Illinois	2013	42.38	-87.94
Ore Dock Brewing Company LLC	Marquette	Michigan	2011	46.6	-87.3
O'So Brewing Company	Plover	Wisconsin	2007	44.4	-89.5
Oswego Brewing Company, LLC	Oswego	Illinois	2016	41.69	-88.25
Other Half Brewing Co	Brooklyn	New York	2016	40.68	-74.0
Other Half Brewing Co.	Brooklyn	New York	2016	40.68	-74.0
Otter Creek Brewing Company LLC	Middlebury	Vermont	1990	44.0	-73.2
Outer Light Brewing Company LLC	Groton	Connecticut	2013	41.35	-72.04
Oval Craft Brewing LLC	Altona	New York	2015	44.9	-73.6
Oyster Bay Brewing Company	Oyster Bay	New York	2012	40.87	-73.53
Ozone's Brew House LLC	East Lansing	Michigan	2015	42.76	-84.44
Pac Partners, LLC	Chicago	Illinois	2012	41.95	-87.65
Paddle Hard Distributing LLC	Grayling	Michigan	2016	44.7	-84.6
Pangaea Beer Company LLC	Neshkoro	Wisconsin	2010	43.9	-89.2
Paper City Brewery Co Inc	Holyoke	Massachusetts	1996	42.22	-72.64
Paradox Brewery LLC	Schroon Lake	New York	2015	43.9	-73.7
Paragraph 11, LLC	Woburn	Massachusetts	2014	42.49	-71.16
Parched Eagle Brewpub LLC	Waunakee	Wisconsin	2014	43.2	-89.5
Peacemaker Brewing Company LLC	Canandaigua	New York	2016	42.8	-77.3
Peloton Cold Brew, LLC	West Chester	Pennsylvania	2015	40.0	-75.6
Peoples Pint Brewery	Greenfield	Massachusetts	2002	42.63	-72.59
Peoria's Brew On Premise	Peoria	Illinois	1998	40.68	-89.6
Pepsico Beverages North America	Purchase	New York	2018	41.04	-73.71
Pete's Beverage	Youngsville	Pennsylvania	1995	41.86	-79.32
Philadelphia Brewers and Bottlers LLC	Philadelphia	Pennsylvania	2007	39.98	-75.12
Pinelands Brewing Limited Liability Company	Tuckerton	New Jersey	2012	39.6	-74.4
Pioneer Brewing Company, LLC	Fiskdale	Massachusetts	2004	42.11	-72.11
Pitchfork Brewing	Hudson	Wisconsin	2013	45.0	-92.7
Plan B Brewing Company, LLC	Londonderry	New Hampshire	2017	42.9	-71.4
Platform Beers LLC	Cleveland	Ohio	2013	41.48	-81.7
Plow Point Brewing Co	Chelsea	Michigan	2015	42.3	-84.0
Plymouth Brewing Co LLC	Plymouth	Wisconsin	2010	43.8	-88.0
Pogan Sayarat	Dublin	Ohio	2016	40.12	-83.14
Poison Frog Brewing Company LLC	Jackson	Michigan	2014	42.22	-84.4
Pollard Brewing	Canton	Michigan	2016	42.33	-83.49
Pop A Top Cruise Thru	Mount Gilead	Ohio	2008	40.6	-82.8
Port Huron Brewing Company, LLC	Wisconsin Dells	Wisconsin	2010	43.7	-89.8
Portage Avenue Winery, LLC	Sault Sainte Marie	Michigan	2013	46.4	-84.3
Potosi Brewing Company	Potosi	Wisconsin	2007	42.7	-90.7
Pound It Brewing	Southampton	Pennsylvania	2016	40.19	-75.01
Premier Malt Products Inc	Warren	Michigan	1933	42.47	-83.0
Prescott Area Chamber-Commerce	Chippewa Falls	Wisconsin	2010	44.9	-91.4
Princeton Homebrew	Trenton	New Jersey	2007	40.25	-74.79
Proximo Distillers, LLC	Jersey City	New Jersey	2010	40.72	-74.05
Public Craft Brewing Company LLC	Kenosha	Wisconsin	2010	42.62	-87.83
Pup's Cider Company, LLC	Greenfield	New Hampshire	2002	42.93	-71.88
Purblu Beverages Inc	Pittsburgh	Pennsylvania	2006	40.44	-79.99
Pyramid	Tinley Park	Illinois	2015	41.57	-87.83
Quick Six V Sub City	York	Pennsylvania	2001	39.92	-76.71
Racine Brewing Company	Racine	Wisconsin	2017	42.69	-87.83
Radiant Pig Beer Company LLC	New York	New York	2010	40.75	-73.99
Rain Barrel Brewing	Lebanon	Ohio	2016	39.5	-84.2
Raised Grain Brewing Company, LLC	Brookfield	Wisconsin	2015	43.06	-88.16
Random Precision Brewing Company, LLC	Columbus	Ohio	2016	40.1	-83.06
Raquette River Brewing	Tupper Lake	New York	2013	44.3	-74.4
Rebellion Brew Haus	Moline	Illinois	2017	41.48	-90.49
Reclamation Brewing Company	Butler	Pennsylvania	2012	40.9	-79.9
Red Tail Brewing Company LLC	Reed City	Michigan	2015	43.9	-85.5
Redemption Rock Brewery Co	Worcester	Massachusetts	2016	42.25	-71.76
Referend LLC	Pennington	New Jersey	2016	40.33	-74.79
Remarkable Liquids, LLC	Altamont	New York	2011	42.7	-74.0
Revival Brewing Company	Cranston	Rhode Island	2011	41.77	-71.47
Rhinebeck Hops LLC	Rhinebeck	New York	2015	41.93	-73.87
Rhinelander Brewing Company LLC	Monroe	Wisconsin	2011	42.6	-89.6
Riggs Beer Company	Urbana	Illinois	2016	40.1	-88.2
Ritter Brewing Company LLC	Peckville	Pennsylvania	2015	41.48	-75.59
Rivalry Brewing LLC	Farmington Hills	Michigan	2015	42.46	-83.35
River Horse Brewery Co Inc	Ewing	New Jersey	1996	40.27	-74.82
Riverwalk Brewing	Newburyport	Massachusetts	2016	42.81	-70.87
Rmk Brewers LLC	Hampton	New Hampshire	2014	42.91	-70.81
R'Noggin Brewing, LLC	Kenosha	Wisconsin	2014	42.54	-87.93
Rochester Mills Production Brewery, L.L.C.	Auburn Hills	Michigan	2011	42.67	-83.28
Rock Harbor Brewing Company	Rockland	Maine	2013	44.13	-69.13
Rocky River Brewing Co	Rocky River	Ohio	1997	41.47	-81.85
Rogers' Cideryard LLC	Johnstown	New York	2016	43.0	-74.4
Rohrbach Brewing Company, Inc.	Rochester	New York	1991	43.13	-77.74
Rolling Meadows Brewery, LLC	Springfield	Illinois	2009	39.77	-89.69
Round Town Brewery, LLC	Indianapolis	Indiana	2013	39.7	-86.24
Rowland's Calumet Brewing Co Inc	Chilton	Wisconsin	1990	44.0	-88.1
Roy-Pitz Brewing Co., LLC	Chambersburg	Pennsylvania	2007	39.97	-77.67
Rubber Soul Brewing Company, LLC	Harrisburg	Pennsylvania	2015	40.32	-76.88
Rush River Brewing LLC	River Falls	Wisconsin	2004	44.8	-92.6
Rust Belt Brewing LLC	Youngstown	Ohio	2008	41.11	-80.69
S B C Holdings Inc.	Detroit	Michigan	1850	42.35	-83.0
Saegertown Beer Distributor	Saegertown	Pennsylvania	1990	41.7	-80.1
Sand Creek Brewing Company L L C	Black River Falls	Wisconsin	1998	44.3	-90.8
Sap Brewing Inc	Aliquippa	Pennsylvania	2001	40.6	-80.3
Saugatuck Brewing Co, Inc	Douglas	Michigan	1995	42.64	-86.2
Sawmill Cider	Butler	Ohio	2017	40.5	-82.4
Schreier Malting Co	Sheboygan	Wisconsin	2004	43.76	-87.71
Scio To Brewing Company	Columbus	Ohio	2016	39.97	-83.03
Scottish Bloodline Brewing Incorporated	Lowell	Massachusetts	2019	42.62	-71.34
Sdr, LLC	Clinton	Connecticut	2010	41.3	-72.54
Sebago Brewing Co.	Gorham	Maine	1998	43.7	-70.5
Seery Athlone Brewing, Inc.	Addison	Illinois	2016	41.93	-88.02
Seneca Street Enterprises. LLC	Manlius	New York	2015	43.0	-76.0
Serious Brewing Co LLC	Esperance	New York	2014	42.78	-74.31
Seventh Son Brewing Co	Columbus	Ohio	2012	39.99	-83.0
Sgt S Drive Thru	Georgetown	Ohio	2010	38.9	-83.9
Sheepscot Valley Brewing Co	Whitefield	Maine	2003	44.2	-69.6
Sherwood Brewing Co	Utica	Michigan	2006	42.67	-83.0
Shipyard Brewing Company Limited Liability Company	Portland	Maine	1994	43.66	-70.26
Shire Draught LLC	Cicero	New York	2015	43.18	-76.07
Shmaltz Brewing Company	Clifton Park	New York	2013	42.85	-73.79
Shoprite Beverages Inc	Edison	New Jersey	1979	40.52	-74.34
Shore Point Distributing Company, Inc.	Freehold	New Jersey	1933	40.2	-74.3
Shoreline Brewing Company, LLC	Shelton	Connecticut	2003	41.32	-73.14
Short's Brewing Co Inc	Rochester	Pennsylvania	1982	40.74	-80.23
Short's Brewing Company, LLC	Elk Rapids	Michigan	2002	44.91	-85.4
Shree Nathghi Corp	Delaware	New Jersey	2005	41.0	-75.0
Shree Prabhu Krupa Inc T	Plainfield	New Jersey	2010	40.62	-74.43
Side Effects Brewing Company, LLC	Nazareth	Pennsylvania	2014	40.76	-75.31
Silver Creek Brewing Co	Cedarburg	Wisconsin	2007	43.31	-88.03
Simple Brewer	Somers	New York	2012	41.33	-73.69
Simple Brewing Company LLC	Brooklyn	New York	2015	40.68	-74.0
Slesar Bros. Brewing Company, Inc.	Boston	Massachusetts	1989	42.363	-71.066
Small Change Brewing Company, LLC	Somerville	Massachusetts	2015	42.39	-71.09
SMK & Son Inc	Philadelphia	Pennsylvania	1991	40.01	-75.15
SMS Brewing Co	Wilkes Barre	Pennsylvania	2015	41.2	-75.8
Snicklefritz Cidery LLC	Coopersburg	Pennsylvania	2016	40.5	-75.4
Snow Beverages Inc	New York	New York	2005	40.73	-73.98
Snyder International Brewing Group LLC	Cleveland	Ohio	1998	41.52	-81.67
So Cool Brands Inc.	Merrick	New York	2018	40.66	-73.55
Sole Artisan Ales, Llc.	Easton	Pennsylvania	2015	40.65	-75.22
Something Wicked Brewing LLC	Hanover	Pennsylvania	2014	39.8	-77.0
Sons of Liberty Spirits Company	Wakefield	Rhode Island	2010	41.43	-71.54
Sons of Toil Brewing LLC	Mount Orab	Ohio	2016	39.1	-83.9
Soundgrowler Brewing Company	Tinley Park	Illinois	2016	41.57	-87.83
South Bend Brew Werks LLC	South Bend	Indiana	2012	41.67	-86.25
South Shore Brewery Inc	Ashland	Wisconsin	2000	46.8	-90.9
South Side Drive Thru	Fort Loramie	Ohio	1991	40.33	-84.38
Southport Brewing Co	Milford	Connecticut	2007	41.21	-73.05
Southside Brew-Thru, LLC	Johnstown	Pennsylvania	2010	40.32	-78.88
Spb LLC	Stevens Point	Wisconsin	2001	44.5	-89.6
Specialty Beverage of Wisconsin, LLC	New Berlin	Wisconsin	1998	42.97	-88.1
Spectacle Brewing, LLC	Garnerville	New York	2015	41.2	-74.0
Spigot Brewing LLC	Ford City	Pennsylvania	2015	40.7	-79.5
Sprague Farm & Brew Works	Venango	Pennsylvania	2005	41.78	-80.13
Sprecher Brewing Company, Inc.	Glendale	Wisconsin	1985	43.14	-87.95
St Benjamins Brewing Co	Philadelphia	Pennsylvania	2014	39.98	-75.15
St. Nicholas Brewing Co.	Du Quoin	Illinois	2013	38.0	-89.3
Steppin Out Inc	Newmanstown	Pennsylvania	1990	40.3	-76.26
Stetson Brewing Co Inc	Manchester	Connecticut	1998	41.8	-72.53
Steuben Brewing Co.	Hammondsport	New York	2019	42.5	-77.2
Stickman Brews	Royersford	Pennsylvania	2016	40.21	-75.54
Stickman Brews	Wayne	Pennsylvania	2015	40.06	-75.4
Stickman Brews	Chester Springs	Pennsylvania	2018	40.1	-75.64
Stoudt Brewing Company	Adamstown	Pennsylvania	1987	40.24	-76.06
Strange Design Brewing Co., LLC	Scotch Plains	New Jersey	2017	40.64	-74.37
Straub Brewery Inc	Saint Marys	Pennsylvania	1872	41.5	-78.5
Sublime Brewing Company LLC	Plymouth	New Hampshire	2016	43.7	-71.7
Sullivan Apple Cider	Saugus	Massachusetts	2007	42.47	-71.01
Summit Beer Distributing Co.	Sewickley	Pennsylvania	2016	40.57	-80.15
Sunday River Brewing Co, Inc	Boston	Massachusetts	1992	42.33	-71.04
Sunrise Naturals LLC	Millersburg	Pennsylvania	2013	40.57	-76.91
Sweetwater Brew, LLC	Wyoming	Michigan	2016	42.9	-85.72
Sx Brewing Company, LLC	Ivoryton	Connecticut	2018	41.34	-72.45
Symphony Brewing Systems LLC	Yardley	Pennsylvania	2011	40.2	-74.81
T & H Kerrigan LLC	Nazareth	Pennsylvania	2016	40.76	-75.31
Tailspin Brewing Company	Coldwater	Ohio	2016	40.48	-84.67
Tenth and Blake Beer Company	Chicago	Illinois	2010	41.882	-87.637
Terry Baker	Chambersburg	Pennsylvania	1958	39.9	-77.7
The 861 Corp	Boston	Massachusetts	1973	42.33	-71.04
The Backyard Brewhouse LLC	Kent	Ohio	2015	41.14	-81.33
The Ball	Buffalo	New York	2015	42.94	-78.9
The Baried Acorn Brewing Co LLC	Dundee	Illinois	2016	42.11	-88.32
The Beer'd Brewing Co LLC	Stonington	Connecticut	2012	41.38	-71.92
The Boston Beer Company Inc	Boston	Massachusetts	1984	42.35	-71.04
Anheuser-Busch, LLC	Houston	Texas	1852	29.74	-95.45
The Brew Kettle Production Works	Strongsville	Ohio	2007	41.31	-81.85
The Brewery	Milwaukee	Wisconsin	2008	43.04	-87.92
The Brewery Bunch Inc	Huntington	New York	2015	40.87	-73.41
The Bronx Brewery LLC	Bronx	New York	2010	40.81	-73.92
The Cape Vincent Brewing Co Inc	Peru	New York	2016	44.6	-73.6
The Casual Pint	Loveland	Ohio	2016	39.26	-84.24
The Coal Cracker Brewing Company	Reading	Pennsylvania	2001	40.35	-75.94
The Commissary Brewing	Columbus	Ohio	2015	39.97	-83.03
The Copper Penny Distillery LLC	Sanford	Maine	2016	43.4	-70.7
The Cricket Hill Brewing Co Inc	Fairfield	New Jersey	2001	40.88	-74.3
The Eastside Spot Inc	Marquette	Michigan	2010	46.6	-87.3
The Eau Claire Brewing Project LLC	Eau Claire	Wisconsin	2013	44.8	-91.5
