name	city	state	founded	lat	long
Foggy Bottom Distillery LLC	Los Osos	California	2016	35.3	-120.8
Foggy Noggin Brewing	Bothell	Washington	2010	47.8	-122.2
Forward Operating Base Brewing Company L	Puyallup	Washington	2016	47.1	-122.33
Four Generals Brewing	Renton	Washington	2016	47.47	-122.22
Fox-Tail Cider, LLC	Hood River	Oregon	2012	45.6	-121.7
Fried Industries, LLC	Long Beach	California	2016	33.81	-118.17
Fuego Huevos	Pleasant Hill	California	2018	37.95	-122.08
Fuji Sake Brewing Co Ltd	Honolulu	Hawaii	2006	21.34	-157.84
Full Sail Brewing Company	Hood River	Oregon	2017	45.6	-121.7
Full Sail Brewing, Inc.	Hood River	Oregon	2016	45.6	-121.7
Full Stop & Save	Rancho Cordova	California	1998	38.6	-121.27
Fus Cafe' 88, Llc.	Sacramento	California	2013	38.51	-121.5
G Man Brewery	Tualatin	Oregon	2016	45.37	-122.76
Gallaghers Where U Brew Inc.	Edmonds	Washington	1995	47.81	-122.37
Gallery Brewing	Santa Cruz	California	2005	37.03	-121.98
Gandolfo Brewing, LLC	Solvang	California	2014	34.6	-120.1
Gear Tooth Brewing	San Jose	California	2015	37.32	-121.93
General Brewing Company, LLC	Mill Valley	California	2012	37.9	-122.57
Genus Brewing Company LLC	Spokane Valley	Washington	2015	47.63	-117.19
Gfbc, Inc.	San Diego	California	2010	32.9	-117.21
Ghost Runners Brewery	Vancouver	Washington	2012	45.64	-122.63
Gig Harbor Brewing Co.	Tacoma	Washington	2018	47.21	-122.47
Glacier Design Systems, Inc.	Huntington Beach	California	2000	33.72	-118.05
Gold Coast Draft Inc	Moorpark	California	2003	34.3	-118.8
Good Meadow Distillery, LLC	Roseburg	Oregon	2015	43.2	-123.5
Grains of Wrath Brewery	Camas	Washington	2016	45.7	-122.4
Gramic Enterprises, Inc.	Yorba Linda	California	2005	33.9	-117.73
Grav South Brew Co	Cotati	California	2016	38.33	-122.72
Great Beer Co	Chatsworth	California	1996	34.3	-118.6
Great Sex Brewing Inc	Redding	California	2001	40.7	-122.3
Green Lake Brewing Company LLC	Seattle	Washington	2008	47.67	-122.34
Greg Ekman & Bruce Spencer	Agoura Hills	California	2010	34.12	-118.77
Grizzly Malt LLC	Santa Rosa	California	2015	38.5	-122.6
Groundswell Brewing Co.	San Diego	California	2016	32.8	-117.07
Growler Werx LLC	Everett	Washington	2015	47.99	-122.21
Haines Brewing Co Inc	Haines	Alaska	1998	59.0	-135.0
Hale's Ales, Ltd.	Seattle	Washington	1983	47.66	-122.38
Half Lion Brewing Company LLC	Auburn	Washington	2015	47.3	-122.1
Half Lion Brewing Company LLC	Bonney Lake	Washington	2015	47.2	-122.2
Hameed Algazali	Sacramento	California	1999	38.55	-121.45
Hand Brewed Beer LLC	Northridge	California	2012	34.24	-118.55
Harris Brewing, LLC	Portland	Oregon	2013	45.54	-122.68
Healdsburg Beer Company	Healdsburg	California	2008	38.7	-122.9
Hermitage Brewing Company LP	San Jose	California	2009	37.34	-121.88
Hermosa Brewing Company LLC	Manhattan Beach	California	2016	33.89	-118.4
Hilliard's Beer LLC	Seattle	Washington	2011	47.69	-122.38
Hoi Polloi Brewing Inc	San Francisco	California	2015	37.77	-122.44
Hollister Brewing Company, LLC	Goleta	California	2006	34.2	-120.0
Hollywood Beach Brewing Co	Oxnard	California	2006	34.1	-119.3
Hollywood Beach Brewing Company LLC	Oxnard	California	2008	33.7	-119.3
Holm Brewing Enterpises LLC	Kirkland	Washington	2013	47.67	-122.19
Home Brew Chef	Sonoma	California	2015	38.2	-122.5
Home Brew Mart, Inc.	San Diego	California	1992	32.9	-117.21
Home Brew Services	Whittier	California	2014	33.95	-118.02
Homer Brewing Co	Homer	Alaska	1996	60.0	-151.0
Hop Union	Yakima	Washington	2014	46.6	-120.53
Hopunion Craft Brewing Sales, L.L.C.	Yakima	Washington	2011	46.6	-120.53
Hoquiam Brewing Co.	Hoquiam	Washington	2018	47.1	-124.0
Hot Bikini Brew 2 LLC	Portland	Oregon	2015	45.48	-122.64
House of Canaan Inc	Pasadena	California	2006	34.14	-118.13
House of Pendragon Brewing Co.	Sanger	California	2016	36.8	-119.4
Humble Sea, Inc.	Ben Lomond	California	2015	37.09	-122.09
Humboldt Regeneration	Mckinleyville	California	2010	41.0	-124.0
Hunt Gather Brew LLC	Port Townsend	Washington	2015	48.0	-122.8
Hunters Point Brewery, LLC	Oakland	California	2017	37.74	-122.21
Huntington Beach Brewing Company	Morgan Hill	California	1993	37.1	-121.7
Ice Harbor Brewing Company	Kennewick	Washington	1995	46.21	-119.18
Independent Brewers Unite	Portland	Oregon	2013	45.55	-122.73
Indian Wells Companies	Inyokern	California	1993	35.9	-118.0
Indianvalley Brew Co	Novato	California	2015	38.1	-122.64
Inland Empire Brewery Tours	Riverside	California	2015	33.9	-117.45
Inside Passage Brewing Company, LLC	Ketchikan	Alaska	2018	55.6	-131.4
Iron Hop Brewing Co. LLC	Monroe	Washington	2016	47.9	-121.8
Iron Triangle Brewing Company	Los Angeles	California	2014	34.03	-118.24
Ironbark Ciderworks, Inc.	Claremont	California	2017	34.16	-117.71
Island Brewing Co	Carpinteria	California	2004	34.0	-119.3
J&J Beverage Innovations, Inc.	Gardena	California	2015	33.9	-118.32
J&L Eppig Brewing LLC	San Diego	California	2015	32.74	-117.13
Jack Joyce	Newport	Oregon	1988	44.7	-124.0
Jacked Up Brewery	Escondido	California	2017	33.09	-117.06
Jellyfish Brewing Company	Seattle	Washington	2016	47.68	-122.29
Joe Nestor	Cashmere	Washington	2010	47.5	-120.5
June Lake Brewing LLC	June Lake	California	2016	37.76	-119.09
June Sf, LLC	San Francisco	California	2013	37.8	-122.46
Jywh, Inc.	La Crescenta	California	2015	34.24	-118.24
K. A. McNair Brewing Company, LLC	San Diego	California	2013	32.74	-117.13
Karl Strauss Brewery Gardens-U	Universal City	California	2001	34.138	-118.354
Karl Strauss Brewing Company	San Diego	California	1989	32.8	-117.24
Kassik's Kenai Brew Stop, LLC	Kenai	Alaska	2005	60.7	-150.5
Kenai River Brewing Company	Soldotna	Alaska	2007	60.4	-150.9
Kern River Brewing Company, Inc.	Kernville	California	2006	35.73	-118.37
Kilowatt Brewing	San Diego	California	2015	32.82	-117.15
Kinship Brewing LLC	Spokane	Washington	2016	47.69	-117.45
Knotty Brewing	San Diego	California	2015	32.8	-117.07
Knox Brewing	Pacific Grove	California	1999	36.62	-121.92
Kodiak Island Brewing Co	Kodiak	Alaska	2006	57.0	-153.0
Kona Brewing Co. Inc	Kailua Kona	Hawaii	1994	19.7	-155.8
Kulshan Brewing Company	Bellingham	Washington	2012	48.7	-122.4
Lagunitas	Seattle	Washington	2017	47.66	-122.38
Lahaina Brewery, Inc.	Lahaina	Hawaii	2014	20.9	-156.6
Laht Neppur Ventures, Inc.	Waitsburg	Washington	2006	46.2	-118.1
Lanikai Brewing Company LLC	Kailua	Hawaii	2011	21.4	-157.75
Lantern Brewing LLC	Seattle	Washington	2012	47.67	-122.34
Laughing Buddha Brewing	Seattle	Washington	2007	47.54	-122.31
LDB Beverage Company	Stevenson	Washington	2015	46.0	-121.9
Leashless Brewing	Ventura	California	2016	34.3	-119.3
Left Coast Brewing Company	San Clemente	California	2004	33.46	-117.62
Leggett Beer Company	Issaquah	Washington	1992	47.58	-122.02
Lengthwise Brewing Company	Bakersfield	California	1998	35.1	-119.0
Liquid Gold	San Francisco	California	2014	37.79	-122.42
Little Miss Brewing, Llc.	San Diego	California	2016	32.91	-117.14
Lockdown Brewing Co	Folsom	California	2004	38.67	-121.15
Lodi Beer Co LLC	Lodi	California	2005	38.2	-121.1
Logsdon Barrel House & Taproom	Hood River	Oregon	2016	45.6	-121.7
Lord Leviason Enterprises, LLC	Encino	California	2015	34.16	-118.51
Los Angeles Ale Works, LLC	Hawthorne	California	2010	33.91	-118.35
Lotsolox Enterprises	Fairfax	California	1999	38.0	-122.7
Low Brow Brewing Company, LLC	San Miguel	California	2014	36.0	-120.6
Loyal Legion	Portland	Oregon	2015	45.51	-122.64
Ls Brewing Inc	Everett	Washington	2005	47.9	-122.18
Lucky Luke Brewing Company	Palmdale	California	2015	34.6	-118.2
Lunatik Brewing	Carlsbad	California	2007	33.13	-117.31
Lynn's Liquors Inc	King City	California	1945	36.2	-121.0
Mac & Jack's Brewery Inc	Redmond	Washington	1993	47.68	-122.12
Madra Tarrthail Brewing LLC	Altadena	California	2016	34.22	-118.13
Madre Gertrudes, Inc.	Chula Vista	California	2016	32.66	-116.96
Mamawolf Brewing LLC	Los Angeles	California	2015	34.13	-118.33
Mammoth Beers	Mammoth Lakes	California	2007	37.6	-118.8
Mammoth Brewing Company	Mammoth Lakes	California	1998	37.6	-118.8
Man and Beast, LLC	Damascus	Oregon	2014	45.42	-122.45
Mare Island Brewing Co. LLC	Vallejo	California	2004	38.1	-122.25
Maritime Pacific Brewing Co Inc	Seattle	Washington	1990	47.66	-122.38
Martin Hawley Brewing Enterprises LLC	Santa Rosa	California	2013	38.45	-122.78
Matanuska Brewing Company	Eagle River	Alaska	2016	61.1	-149.1
Maui Brewing Co.	Lahaina	Hawaii	2011	20.9	-156.6
Mazama Brewing Company, LLC	Corvallis	Oregon	2012	44.5	-123.3
Mc Kenzie Brewing Company	Eugene	Oregon	1990	44.07	-123.08
McKenzie River Brewing Company, LLC	Eugene	Oregon	2009	44.0	-123.2
McLean Brewery, Inc	San Francisco	California	1996	37.77	-122.44
Meconi Pub & Eatery	Tacoma	Washington	2004	47.27	-122.47
Mehana Brewing Company, Inc.	Hilo	Hawaii	1995	19.7	-155.2
Mendocino Brewing Company Inc	Ukiah	California	1983	39.1	-123.3
'merica Brewing Company, LLC	Newcastle	California	2014	38.87	-121.15
Methow House Watch Inc	Winthrop	Washington	2015	48.7	-120.4
Midnight Sun Brewing LLC	Anchorage	Alaska	1992	61.16	-149.89
Mikkeller Brewing San Diego	San Diego	California	2016	32.91	-117.14
Mile Rock Brewery Inc	San Francisco	California	1989	37.78	-122.41
Miller Brewing Co	Irwindale	California	2016	34.09	-117.97
Mind Your Manna, LLC	Portland	Oregon	2015	45.55	-122.5
Mischievous Inc.	Rio Linda	California	2014	38.69	-121.47
Mojave Market	Victorville	California	2009	34.6	-117.3
Mt. Hood Beverage Company, LLC	Centralia	Washington	2013	46.7	-122.9
Mulhouse LLC	Clarkston	Washington	2016	46.4	-117.2
N Case Brew Inc	Pasadena	California	1995	34.17	-118.17
Naan & Brew	Bellingham	Washington	2015	48.74	-122.53
Narrows Brewing LLP	Tacoma	Washington	2012	47.22	-122.54
Nashs Natural Brewing Company	Auburn	California	2016	38.9	-121.1
New World Brewing Company Inc	Saratoga	California	2015	37.27	-122.05
Ninkasi Holding Company, Inc.	Eugene	Oregon	2005	44.0	-123.2
No Umbrella Brewing Company LLC	Seattle	Washington	2016	47.67	-122.34
Noble Brewing Company LLC	Bend	Oregon	2009	43.9	-121.3
Nookies Restaurant & Brewery	Hermiston	Oregon	2009	45.8	-119.3
North Channel Distillery	San Francisco	California	2016	37.73	-122.38
North Coast Brewing Co., Inc.	Fort Bragg	California	1988	39.5	-123.7
Northern Ales, Inc.	Kettle Falls	Washington	2007	48.7	-118.1
Northern Lights Brewing Co	Spokane	Washington	1993	47.66	-117.38
Northern Pine Brewing, LLC	Oceanside	California	2014	33.2	-117.37
Northwest Peaks Brewery, LLC	Seattle	Washington	2010	47.66	-122.38
Nuoc Mia Vien Dong	Garden Grove	California	2011	33.75	-117.92
Nutraceutical Brews For Life, Inc.	Pasadena	California	2013	34.2	-118.0
O'Ahu Brewing Co	Honolulu	Hawaii	2005	21.29	-157.82
Oakshire, Inc.	Eugene	Oregon	2004	44.0	-123.2
Ocean Ale House LLC	San Francisco	California	2015	37.72	-122.44
Ocean Avenue Brewing Co	Laguna Beach	California	1994	33.55	-117.78
Ocean Shores Brewing Company LLC	Snoqualmie	Washington	2015	47.6	-121.8
Ochoco Brewing	Prineville	Oregon	2016	44.1	-120.5
Off Your Rocker Brewing Company, Inc.	Winchester	California	2013	33.6	-117.1
Oggi's Pizza & Brewing Co	San Diego	California	1989	32.95	-117.2
Oil Town Brewery, LLC	Long Beach	California	2017	33.8	-118.11
Old Hangtown Beer Works	Placerville	California	2010	38.8	-120.6
Old Tavern Distillery, LLC	Sacramento	California	2015	38.58	-121.49
Old Town Brew	Nipomo	California	2016	35.0	-120.5
O'Meara Bros. Brewing Company	Lakeport	California	2013	39.0	-122.9
Omission Brewing Company	Portland	Oregon	2016	45.54	-122.68
One Nation Brewing	Portland	Oregon	2015	45.45	-122.7
Optimism Brewing LLC	Seattle	Washington	2013	47.61	-122.3
Orchard Bay Brewing Company LLC	Port Orchard	Washington	2015	47.5	-122.6
Oregon Brewing Company	Newport	Oregon	1989	44.7	-124.0
Oregon Honey Products LLC	Philomath	Oregon	2010	44.7	-123.5
Original Pattern, Inc.	Oakland	California	2017	37.81	-122.3
Osmo's Alehouse LLC	Medford	Oregon	2016	42.3	-122.9
Otay Lakes Brewery LLC	Chula Vista	California	2014	32.66	-116.96
O-Town Brewing, LLC	Lacey	Washington	2016	47.03	-122.8
Ottano Inc	San Luis Obispo	California	2007	35.3	-120.7
Outlaw Beverage, Inc.	Oakland	California	2015	37.81	-122.27
Overtime Brewing Inc.	Fort Bragg	California	2015	39.5	-123.7
Oxwood Brewing LLC	Sunnyvale	California	2018	37.37	-122.02
Pabst Brewing Company LLC	Los Angeles	California	1844	34.05	-118.44
Page & Company, LLC	Grants Pass	Oregon	2011	42.4	-123.4
Palewater LLC	Bellevue	Washington	2016	47.62	-122.21
Paradise Brewing Company Tap and Grill	Kailua Kona	Hawaii	2015	19.7	-155.8
Parlor	Salem	Oregon	2016	44.91	-123.05
Pasadena Brewing Company, LLC	Altadena	California	2014	34.22	-118.13
Paz De La Enterprises Inc	Los Banos	California	2015	37.0	-120.9
Pelican Brewing Company LLC	San Marcos	California	2015	33.18	-117.16
Penalty Box Brew Pub LLC	San Diego	California	2015	32.8	-117.24
Pied Piper Alehouse	Seattle	Washington	2007	47.61	-122.3
Pier71wines LLC	Saint Helena	California	2012	38.5	-122.5
Pierco Sales	Del Mar	California	1970	32.97	-117.24
Pike Brewing Company	Seattle	Washington	1997	47.61	-122.33
Pine Creek Brewing, LLC	Bishop	California	2005	37.5	-118.3
Plan 9 Alehouse	Escondido	California	2012	33.09	-117.06
Pleasanton Main Street Brewery, Inc.	Pleasanton	California	1995	37.65	-121.86
Polymath Brewing LLC	Riverside	California	2015	33.9	-117.45
Pono Brewing, LLC	Portland	Oregon	2013	45.4	-122.62
Port Brewing LLC	San Marcos	California	2005	33.18	-117.16
Port O'Pints Brewing Company, LLC	Brookings	Oregon	2018	42.3	-124.1
Port Townsend Brewing Co	Port Townsend	Washington	1997	48.0	-122.8
Power Brands Consulting, LLC	Van Nuys	California	2006	34.18	-118.46
Prestons' Beverage Company, LLC	San Diego	California	2016	32.96	-117.13
Prodigy Brewing Company	San Marcos	California	2013	33.12	-117.18
Prospector Brewing Co	Beaverton	Oregon	1999	45.45	-122.88
Prost Partners, L.P.	Hughson	California	1981	37.59	-120.84
Puddle Stomp Brewing	Portland	Oregon	2016	45.55	-122.5
Puyallup River Brewing Company LLC	Puyallup	Washington	2012	47.1	-122.33
Pyramid Breweries Inc.	Seattle	Washington	1984	47.57	-122.34
Quality Beverages Inc	Fresno	California	2010	36.6	-119.7
Quantum Health Beverages Inc.	Irvine	California	2011	33.67	-117.83
Quiet Giant Brewing Co LLC	Lakewood	Washington	2015	47.16	-122.5
Quixotic Brewing Co.	Manhattan Beach	California	2016	33.89	-118.4
R Ellersick Brewing Co	Lynnwood	Washington	2008	47.8	-122.28
R Ellersick Brewing Co	Mountlake Terrace	Washington	1997	47.79	-122.31
Ram Big Horn Brewery-Northgate	Seattle	Washington	2007	47.72	-122.3
Ram Bighorn Brewery Kent	Kent	Washington	2007	47.4	-122.26
Redfire Inc	San Francisco	California	2010	37.8	-122.44
Redwood Coast Cider LLC	San Carlos	California	2014	37.5	-122.27
Redwood Curtain Brewing Company LLC	Arcata	California	2009	40.8	-124.1
Renegade Brewing Co	Newport	Oregon	2001	44.7	-124.0
Revel Spirits Inc	Venice	California	2016	33.99	-118.46
Revision Brewing Company LLC	Auburn	California	2015	38.99	-121.1
Rhythm & Brews	Arlington	Washington	2016	48.2	-122.0
Riip, Inc.	Huntington Beach	California	2017	33.72	-118.05
Riley's Brew Pub	Clovis	California	2016	36.82	-119.69
River City Brewing, LLC	Spokane	Washington	1999	47.66	-117.44
Riverport Brewing	Clarkston	Washington	2010	46.4	-117.2
Road Soda Brewing Company LLC	Ramona	California	2014	33.0	-116.8
Ronald Chips	Kelseyville	California	2012	38.9	-122.8
Rooftop Brewing Company	Seattle	Washington	2012	47.64	-122.37
Rosetta Coffee Brewing Company LLC	Laguna Niguel	California	2016	33.53	-117.71
Roslyn Brewing Co Inc	Roslyn	Washington	1990	47.22	-121.0
Royal Hawaiian Brewing Co Ltd	Honolulu	Hawaii	2003	21.29	-157.69
Running Man Distributing, LLC	Portland	Oregon	2014	45.59	-122.71
Russian River Brewing Company, Inc.	Geyserville	California	2015	38.7	-123.1
Rusty Bucket Brewing	Medford	Oregon	2016	42.3	-122.9
Ruth McGowans Brew Pub	Cloverdale	California	2002	38.8	-123.0
Sake Beverage Company Inc	Calabasas	California	1999	34.13	-118.67
Saktea	El Cajon	California	2011	32.79	-116.97
Saladin Corporation	Tualatin	Oregon	2012	45.37	-122.76
San Diego Beer Towers, LLC	San Diego	California	2015	32.91	-117.14
San Francisco Brewcraft	San Francisco	California	1998	37.78	-122.46
San Luis Obispo Brewing Co	San Luis Obispo	California	2006	35.2	-120.6
Santa Clara Valley Brewing Inc	San Jose	California	2015	37.34	-121.88
Santa Cruz Brewing Company, LLC	Aptos	California	2008	37.01	-121.88
Santa Cruz Mountain Brewing	Santa Cruz	California	2005	37.0	-122.1
Santiam Brewing Company LLC	Spokane	Washington	2015	47.66	-117.38
Scholb Premium Ales Inc	Torrance	California	2015	33.84	-118.35
Schooner Exact	Seattle	Washington	2006	47.57	-122.34
Scrappy Punk Brewing LLC	Snohomish	Washington	2016	47.9	-122.0
Scuttlebutt Brewing Co LLC	Everett	Washington	1996	47.99	-122.21
Seattle Brewers	Seattle	Washington	1992	47.54	-122.31
Seattle Cider Company	Seattle	Washington	2013	47.57	-122.34
Sebastopol Brewing Company LLC	Sebastopol	California	2006	38.4	-122.9
Second Home Brewing Company, LLC	Corvallis	Oregon	2008	44.6	-123.3
Seven Bridges Cooperative Microbrewery	Aptos	California	1997	37.01	-121.88
Seventh Street Brew House	Redmond	Oregon	1999	44.3	-121.2
Shadow Puppet Brewing Company LLC	Livermore	California	2015	37.8	-121.7
Shady Oak Barrel House LLC	Santa Rosa	California	2013	38.5	-122.6
Shark Attack Brewing	Agoura Hills	California	2005	34.12	-118.77
Shoug Brewing Company LLC	Washougal	Washington	2016	45.7	-122.2
Sidellis Lake Tahoe Inc	South Lake Tahoe	California	2015	38.8	-120.1
Sierra Moonshine Homebrew Supply	Grass Valley	California	1995	39.2	-120.9
Sierra Nevada Brewing Co.	Chico	California	1979	39.7	-121.8
Silver City Brewing Co Inc	Silverdale	Washington	1990	47.68	-122.71
Silver Gulch Brewing & Bottling	Fairbanks	Alaska	1958	65.0	-146.0
Silverado Brewing Co L L C	Calistoga	California	1996	38.6	-122.6
Simple Brew Corporation	San Francisco	California	2016	37.73	-122.38
Singha North America, Inc.	Redwood City	California	2002	37.53	-122.23
Sixty4oz	White Salmon	Washington	2014	45.8	-121.5
Skookum Brewery LLC	Arlington	Washington	2005	48.2	-122.0
Skye Book & Brew	Dayton	Washington	2004	46.3	-117.9
Smoking Cannon Brewery LLC	Ramona	California	2016	33.0	-116.8
Snipes Mountain Brewing Inc	Sunnyside	Washington	1997	46.4	-119.9
So Cal Draft Beer Service, LLC	Newport Beach	California	2015	33.6	-117.9
Solid Ground Brewing	Placerville	California	2016	38.8	-120.6
Solorio Brewing Company LLC	Rancho Cucamonga	California	2015	34.1	-117.58
Sonoma Springs Brewing Company LLC	Sonoma	California	2006	38.2	-122.5
South Bay Beverage Inc	San Jose	California	2011	37.34	-121.88
Southern Oregon Brewing Co	Medford	Oregon	2007	42.3	-122.8
Southern Pacific Brewing, LLC	San Francisco	California	2010	37.75	-122.42
Spanky Burger & Brew	Tacoma	Washington	2016	47.25	-122.47
Sparklehorse, LLC	Gig Harbor	Washington	2014	47.29	-122.62
Spartan Beverages Incorporated	Stevenson Ranch	California	2008	34.38	-118.6
Spechops, LLC	Vista	California	2015	33.16	-117.25
Specialty Beer Investments, Inc.	Larkspur	California	1997	37.94	-122.53
St. Elias Brewing Company	Soldotna	Alaska	2008	60.4	-150.9
St. Stan's Brewing Co., Inc.	Modesto	California	2006	37.64	-120.97
Star Beverages LLC	Los Angeles	California	2005	34.07	-118.43
Steinbeck Brewing Company	Hayward	California	1994	37.67	-122.11
Steinsoriginal LLC	San Francisco	California	2018	37.8	-122.7
Stereo Brewing Co.	Irvine	California	2018	33.69	-117.79
Stone Brewing Co., LLC	Escondido	California	1996	33.08	-117.15
Stoney Creek Brewing Company LLC	Sammamish	Washington	2011	47.61	-122.04
Stover Brewing Co	San Diego	California	2016	32.82	-117.07
Strange Markings, Inc.	Burbank	California	2016	34.18	-118.35
Strauss, Karl Brewery and Restaurant	La Jolla	California	2004	32.8	-117.2
Strike Brewing Co	San Jose	California	2011	37.34	-121.88
Strong Brew Inc	Walnut Creek	California	2015	37.92	-122.07
Structures Brewing LLC	Bellingham	Washington	2015	48.74	-122.53
Subdued Brewing LLC	Bellingham	Washington	2015	48.74	-122.53
Sullivan Brewing	Upland	California	2016	34.1	-117.66
Sumerian Brewing Co. LLC	Woodinville	Washington	2014	47.76	-122.13
Sun Mountain Brewing Company	Spokane Valley	Washington	2015	47.63	-117.15
Sunriver Brewing Company	Bend	Oregon	2015	43.8	-121.6
Sunriver Brewing Company, LLC	Sunriver	Oregon	2012	43.8	-121.6
Swing Tree Brewing Co	Ashland	Oregon	2013	42.2	-122.5
Switchback Ridge	Saint Helena	California	2005	38.5	-122.5
T W Pitchers Brewing Company	Saint Helena	California	2015	38.5	-122.5
Table Bluff Brewing Inc	Eureka	California	1989	40.8	-124.14
Taft Brewing Co	Taft	California	2008	35.2	-119.4
Tahoe Mountain Brewing Co	Truckee	California	2014	39.2	-120.4
Tamalpais Brewery and Taproom	San Rafael	California	2018	37.97	-122.5
Tdbrewing LLC	Fresno	California	2016	36.86	-119.76
Teariot, LLC	Venice	California	2017	33.99	-118.46
Telegraph Brewing Co., Inc.	Santa Barbara	California	2005	34.43	-119.68
Temblor Brewing, LLC	Bakersfield	California	2014	35.6	-118.9
The Big Stump Brewing Company	El Dorado Hills	California	2014	38.7	-121.1
The Brewery Lofts	Los Angeles	California	2008	34.08	-118.22
The Bu LLC	Corona	California	2018	33.76	-117.49
The Charlie's Beer Company USA LLC	Rancho Cucamonga	California	2014	34.1	-117.58
The Dudes Brewing Company	Somis	California	2013	34.31	-119.05
The Elk Horn Brewery LLC	Eugene	Oregon	2013	44.07	-123.08
The Growler	Danville	California	2014	37.81	-121.99
The Heavy Metal Brewing Co LLC	Vancouver	Washington	2015	45.64	-122.63
The Hop Grenade	Concord	California	2014	37.97	-122.04
The Lagunitas Brewing Company	Petaluma	California	1996	38.2	-122.6
The Lucky Labrador Brewing Company	Portland	Oregon	1993	45.51	-122.64
The Oregon Trader Brewing Company	Albany	Oregon	1992	44.6	-123.2
The Organic Brewer's Guild	San Jose	California	2014	37.34	-121.88
The Rare Barrel LLC	Berkeley	California	2012	37.87	-122.31
Thirsty Bear Brewing Co LLC	San Francisco	California	1996	37.789	-122.395
Thirsty Crab Brewery LLC	Freeland	Washington	2015	48.02	-122.55
Three Creeks Brewing Company, LLC	Sisters	Oregon	2007	44.0	-121.7
Three Monkeys Brewing	Madera	California	2013	36.9	-120.2
Tiger Beer USA Inc	San Francisco	California	2007	37.78	-122.46
Tiger Town Brewing Company LLC	Mitchell	Oregon	2015	44.6	-120.0
Topatopa Brewing Company LLC	Ventura	California	2014	34.3	-119.3
Torpedo Room	Berkeley	California	2017	37.87	-122.31
Torrance Brewing Co. Inc.	Torrance	California	2001	33.83	-118.31
Towne Park Brew, Inc.	Anaheim	California	2014	33.85	-117.96
Transplants Brewing Company	Palmdale	California	2014	34.6	-118.2
Triple J Brewing	Citrus Heights	California	2015	38.69	-121.27
Triple Rock Brewing Co, Inc	Berkeley	California	1986	37.87	-122.25
Tripp Distillery	Pacifica	California	2015	37.63	-122.49
Trusty Brewing Company LLC	West Linn	Oregon	2015	45.34	-122.66
Tt's Old Iron Brewery LLC	Spokane	Washington	2016	47.59	-117.32
Tug Boat Brewing Co	Portland	Oregon	1996	45.52	-122.7
Tuscan Brewing Company Inc	Red Bluff	California	1992	40.1	-122.4
Two Beers Brewing Co.	Seattle	Washington	2007	47.61	-122.35
Two Docs Brewing Company	Del Mar	California	1993	32.97	-117.24
Two Scots LLC	Eugene	Oregon	2012	44.0	-123.2
TWOSCOTS LLC	Eugene	Oregon	2015	43.9	-123.1
Ukiah Brewing Co LLC	Ukiah	California	2000	39.1	-123.3
Uncommon Brewers, Inc.	Santa Cruz	California	2008	37.0	-122.1
Underground Brew Squad	Sacramento	California	2015	38.55	-121.45
United Brands LLC	San Diego	California	2017	32.9	-117.21
United Craft Brewers, Inc.	Sausalito	California	2009	37.9	-122.6
Unsung Brewing Company LLC	Anaheim	California	2015	33.83	-117.91
Urban Family Brewing Co.	Seattle	Washington	2018	47.64	-122.39
Us.milk Nutrition, Inc.	Temecula	California	2015	33.49	-117.23
Us-Tq Beverage Products Int'l, Inc.	Pasadena	California	2012	34.2	-118.0
Valhalla Brewing and Beverage Company LL	Tukwila	Washington	2015	47.45	-122.28
Valhalla Brewing and Beverage LLC	Seattle	Washington	2009	47.54	-122.31
Vampt America, Inc.	Seattle	Washington	2006	47.63	-122.34
Vault Taphouse	Redmond	Oregon	2018	44.3	-121.2
Vbnj Inc	Weed	California	1992	41.4	-122.4
Ventura Coast Brewing Company, LLC	Ventura	California	2015	34.27	-119.22
Vertigo Brewing	Hillsboro	Oregon	2007	45.4	-123.0
Vertigo Brewing LLC	Hillsboro	Oregon	2007	45.6	-123.0
Virgin River Brewing	Fairfield	California	2016	38.2	-122.1
Visalia Brewing Company	Visalia	California	2002	36.4	-119.38
Vise Brewing Co. Inc	Visalia	California	2015	36.4	-119.38
Wanderlust	Lake Balboa	California	2015	34.2	-118.49
Wanderlust LLC	Modesto	California	2014	37.67	-120.94
Waterman Brewing Company, LLC	Elk Grove	California	2016	38.4	-121.3
Wenatchee Valley Brewing Co., LLC	Wenatchee	Washington	2009	47.4	-120.4
West Peak Brewing Company, LLC	Novato	California	2016	38.1	-122.64
West Seattle Brewing Company	Seattle	Washington	2015	47.58	-122.4
Western Beverage	Bend	Oregon	2008	44.0	-121.3
Westland Distillery	Seattle	Washington	2010	47.57	-122.34
Wg Barr Beverage Company LP	Saint Helena	California	2016	38.5	-122.5
Whalebird Kombucha	San Luis Obispo	California	2012	35.2	-120.6
What Up Brew	San Diego	California	2015	32.9	-117.21
Whipsaw Brewing LLC	Ellensburg	Washington	2015	47.0	-120.4
White Fence Brewing Company, LLC	Vista	California	2017	33.16	-117.25
White Fox of Freestone	Sebastopol	California	2014	38.4	-122.9
Whitewater Brewers LLC	Upland	California	2016	34.1	-117.66
Whitstran Brewing Company Inc	Prosser	Washington	1996	46.2	-119.7
Widmer Brothers Brewing Company	Portland	Oregon	1984	45.54	-122.68
Wild Donkey Brewing Company	Redlands	California	2013	34.06	-117.18
Wild Eagle Brewing	Patterson	California	2015	37.4	-121.3
